Participant,Pair,Variation 1 Name,Image Rank 1 Result,Variation 2 Name,Image Rank 2 Result
Participant 116,12,Blue|Illustration|Serif,1,Green|Illustration|Serif,0
Participant 116,13,Green|None|Serif,1,Red|None|Sans-Serif,0
Participant 116,14,Green|Image|Sans-Serif,1,Blue|None|Serif,0
Participant 116,15,Blue|Image|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 116,16,Red|None|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 116,17,Blue|Illustration|Serif,1,Red|None|Serif,0
Participant 116,18,Blue|Illustration|Sans-Serif,1,Green|None|Serif,0
Participant 116,19,Blue|None|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 116,20,Blue|None|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 116,21,Red|Illustration|Handwritten,1,Blue|Illustration|Serif,0
Participant 116,22,Green|Image|Handwritten,0,Green|Image|Sans-Serif,1
Participant 116,23,Red|Image|Handwritten,0,Red|Illustration|Handwritten,1
Participant 116,24,Blue|Image|Serif,1,Green|Image|Sans-Serif,0
Participant 116,25,Blue|Image|Serif,1,Green|Illustration|Serif,0
Participant 116,26,Blue|Image|Sans-Serif,1,Green|Illustration|Handwritten,0
Participant 116,27,Red|Image|Serif,0,Blue|Image|Serif,1
Participant 116,28,Blue|Illustration|Serif,1,Blue|None|Handwritten,0
Participant 116,29,Red|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 116,30,Blue|Image|Sans-Serif,1,Red|Image|Serif,0
Participant 116,31,Blue|None|Handwritten,0,Blue|None|Sans-Serif,1
Participant 116,32,Red|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 116,33,Green|Image|Handwritten,0,Blue|Illustration|Serif,1
Participant 116,34,Blue|None|Serif,0,Red|Illustration|Serif,1
Participant 115,0,Red|Image|Handwritten,1,Blue|Illustration|Sans-Serif,0
Participant 115,1,Red|None|Sans-Serif,0,Red|None|Serif,1
Participant 115,2,Green|Illustration|Serif,0,Blue|None|Handwritten,1
Participant 115,3,Red|Image|Serif,1,Blue|None|Serif,0
Participant 115,4,Blue|Image|Handwritten,1,Green|None|Handwritten,0
Participant 115,5,Blue|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 115,6,Red|None|Serif,0,Red|Illustration|Sans-Serif,1
Participant 115,7,Green|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 115,8,Red|Image|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 115,9,Green|Image|Sans-Serif,0,Blue|None|Handwritten,1
Participant 115,10,Red|Image|Sans-Serif,0,Green|Illustration|Serif,1
Participant 115,11,Green|None|Handwritten,0,Red|Illustration|Handwritten,1
Participant 115,12,Green|None|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 115,13,Blue|None|Handwritten,1,Red|Image|Serif,0
Participant 115,14,Green|None|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 115,15,Green|Illustration|Sans-Serif,0,Green|None|Handwritten,1
Participant 115,16,Blue|Image|Handwritten,1,Blue|Image|Serif,0
Participant 115,17,Green|Image|Serif,0,Blue|Illustration|Serif,1
Participant 115,18,Blue|Image|Serif,0,Red|Illustration|Handwritten,1
Participant 115,19,Red|Image|Serif,0,Blue|Image|Handwritten,1
Participant 115,20,Red|Image|Handwritten,0,Green|Illustration|Handwritten,1
Participant 115,21,Red|None|Handwritten,0,Blue|Illustration|Handwritten,1
Participant 115,22,Green|Illustration|Serif,1,Red|None|Serif,0
Participant 115,23,Blue|Image|Handwritten,1,Green|None|Sans-Serif,0
Participant 115,24,Green|Image|Serif,0,Red|None|Handwritten,1
Participant 115,25,Red|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 115,26,Blue|Image|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 115,27,Red|None|Serif,0,Red|Image|Serif,1
Participant 115,28,Green|Image|Sans-Serif,0,Green|Illustration|Serif,1
Participant 115,29,Red|Image|Sans-Serif,0,Red|None|Handwritten,1
Participant 115,30,Green|None|Handwritten,1,Blue|Image|Serif,0
Participant 115,31,Blue|Image|Serif,0,Green|Image|Sans-Serif,1
Participant 115,32,Blue|Illustration|Serif,1,Green|Illustration|Sans-Serif,0
Participant 115,33,Green|Image|Serif,0,Green|Illustration|Serif,1
Participant 115,34,Green|Illustration|Handwritten,1,Green|None|Sans-Serif,0
Participant 114,0,Red|Image|Sans-Serif,1,Red|Image|Serif,0
Participant 114,1,Green|Illustration|Handwritten,0,Red|Image|Handwritten,1
Participant 114,2,Blue|None|Serif,0,Red|Image|Handwritten,1
Participant 114,3,Green|Image|Handwritten,1,Red|Image|Handwritten,0
Participant 114,4,Red|Image|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 114,5,Blue|None|Handwritten,0,Green|Image|Serif,1
Participant 114,6,Green|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 114,7,Blue|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 114,8,Green|Image|Handwritten,1,Red|None|Serif,0
Participant 114,9,Blue|None|Sans-Serif,1,Red|None|Serif,0
Participant 114,10,Red|None|Sans-Serif,0,Green|None|Handwritten,1
Participant 114,11,Red|Illustration|Handwritten,0,Blue|Image|Serif,1
Participant 114,12,Blue|None|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 114,13,Green|Illustration|Serif,1,Red|Illustration|Handwritten,0
Participant 114,14,Green|Image|Handwritten,1,Green|Illustration|Handwritten,0
Participant 114,15,Green|None|Serif,0,Red|Illustration|Serif,1
Participant 114,16,Blue|Image|Serif,1,Blue|Image|Handwritten,0
Participant 114,17,Green|Illustration|Serif,0,Red|Image|Sans-Serif,1
Participant 114,18,Red|Image|Serif,1,Blue|None|Sans-Serif,0
Participant 114,19,Green|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 114,20,Green|None|Handwritten,0,Green|Illustration|Handwritten,1
Participant 114,21,Blue|Illustration|Handwritten,1,Blue|Illustration|Sans-Serif,0
Participant 114,22,Green|Image|Sans-Serif,1,Blue|None|Serif,0
Participant 114,23,Green|Image|Sans-Serif,1,Blue|Image|Handwritten,0
Participant 114,24,Red|Illustration|Sans-Serif,0,Red|Image|Serif,1
Participant 114,25,Green|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 114,26,Green|Illustration|Serif,1,Red|None|Handwritten,0
Participant 114,27,Red|Illustration|Handwritten,0,Green|Image|Handwritten,1
Participant 114,28,Blue|Illustration|Handwritten,1,Green|None|Sans-Serif,0
Participant 114,29,Green|Image|Serif,1,Red|Image|Handwritten,0
Participant 114,30,Blue|None|Serif,0,Red|Illustration|Sans-Serif,1
Participant 114,31,Green|Illustration|Sans-Serif,1,Red|Image|Handwritten,0
Participant 114,32,Blue|Illustration|Serif,1,Green|None|Serif,0
Participant 114,33,Red|Image|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 114,34,Red|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 113,0,Green|Illustration|Sans-Serif,0,Green|None|Serif,1
Participant 113,1,Blue|Illustration|Sans-Serif,0,Red|None|Serif,1
Participant 113,2,Green|Illustration|Serif,1,Blue|Image|Handwritten,0
Participant 113,3,Blue|None|Sans-Serif,0,Blue|None|Handwritten,1
Participant 113,4,Blue|Illustration|Handwritten,0,Red|None|Sans-Serif,1
Participant 113,5,Green|None|Handwritten,1,Red|Image|Sans-Serif,0
Participant 113,6,Green|None|Sans-Serif,1,Blue|Image|Sans-Serif,0
Participant 113,7,Red|Image|Handwritten,0,Red|Image|Serif,1
Participant 113,8,Red|None|Serif,1,Green|Illustration|Sans-Serif,0
Participant 113,9,Red|Image|Sans-Serif,0,Blue|None|Handwritten,1
Participant 113,10,Red|Image|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 113,11,Green|Illustration|Sans-Serif,1,Blue|Image|Handwritten,0
Participant 113,12,Blue|None|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 113,13,Blue|Image|Serif,0,Green|Illustration|Serif,1
Participant 113,14,Red|None|Sans-Serif,1,Red|Image|Handwritten,0
Participant 113,15,Green|Image|Sans-Serif,0,Red|Illustration|Handwritten,1
Participant 113,16,Blue|Illustration|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 113,17,Green|Image|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 113,18,Green|Image|Serif,0,Green|None|Sans-Serif,1
Participant 113,19,Red|Illustration|Serif,1,Green|Image|Serif,0
Participant 113,20,Red|None|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 113,21,Blue|Image|Serif,0,Blue|Image|Handwritten,1
Participant 113,22,Green|None|Sans-Serif,1,Green|None|Serif,0
Participant 113,23,Red|Image|Handwritten,0,Green|Image|Serif,1
Participant 113,24,Green|Illustration|Serif,0,Green|Illustration|Handwritten,1
Participant 113,25,Red|Image|Handwritten,0,Blue|None|Sans-Serif,1
Participant 113,26,Blue|Illustration|Handwritten,1,Red|Image|Serif,0
Participant 113,27,Green|None|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 113,28,Red|Illustration|Sans-Serif,1,Green|Image|Serif,0
Participant 113,29,Green|None|Serif,1,Blue|Image|Serif,0
Participant 113,30,Blue|None|Serif,1,Blue|Image|Serif,0
Participant 113,31,Green|None|Handwritten,0,Blue|None|Sans-Serif,1
Participant 113,32,Red|None|Sans-Serif,0,Red|None|Serif,1
Participant 113,33,Red|None|Handwritten,1,Green|None|Serif,0
Participant 113,34,Red|Image|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 112,0,Blue|Image|Handwritten,1,Green|None|Sans-Serif,0
Participant 112,1,Green|Image|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 112,2,Green|Image|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 112,3,Green|Image|Sans-Serif,1,Green|Image|Handwritten,0
Participant 112,4,Red|Image|Handwritten,0,Blue|None|Handwritten,1
Participant 112,5,Green|None|Sans-Serif,0,Green|Image|Handwritten,1
Participant 112,6,Blue|Image|Handwritten,1,Red|Image|Handwritten,0
Participant 112,7,Blue|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 112,8,Blue|Image|Handwritten,1,Red|Image|Sans-Serif,0
Participant 112,9,Green|None|Handwritten,0,Blue|Image|Handwritten,1
Participant 112,10,Blue|Illustration|Serif,1,Green|None|Sans-Serif,0
Participant 112,11,Green|Image|Handwritten,1,Red|Illustration|Serif,0
Participant 112,12,Red|Illustration|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 112,13,Green|Illustration|Serif,1,Red|Image|Sans-Serif,0
Participant 112,14,Green|None|Handwritten,0,Blue|None|Serif,1
Participant 112,15,Green|None|Serif,0,Blue|None|Sans-Serif,1
Participant 112,16,Blue|Illustration|Sans-Serif,0,Blue|Image|Handwritten,1
Participant 112,17,Blue|Image|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 112,18,Red|None|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 112,19,Blue|None|Handwritten,0,Green|Illustration|Handwritten,1
Participant 112,20,Blue|None|Handwritten,1,Red|Image|Sans-Serif,0
Participant 112,21,Green|Image|Handwritten,1,Blue|Image|Handwritten,0
Participant 112,22,Red|Image|Handwritten,0,Green|Illustration|Handwritten,1
Participant 112,23,Green|Illustration|Serif,1,Blue|Illustration|Sans-Serif,0
Participant 112,24,Red|None|Sans-Serif,0,Blue|Image|Serif,1
Participant 112,25,Green|None|Handwritten,0,Green|None|Serif,1
Participant 112,26,Green|None|Serif,1,Red|None|Serif,0
Participant 112,27,Blue|Image|Handwritten,1,Green|None|Serif,0
Participant 112,28,Green|Illustration|Sans-Serif,0,Green|Illustration|Serif,1
Participant 112,29,Green|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 112,30,Green|Image|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 112,31,Blue|Illustration|Serif,0,Green|Image|Sans-Serif,1
Participant 112,32,Green|Image|Sans-Serif,1,Green|Illustration|Sans-Serif,0
Participant 112,33,Blue|Illustration|Sans-Serif,0,Green|Image|Handwritten,1
Participant 112,34,Red|Illustration|Serif,1,Red|Illustration|Handwritten,0
Participant 111,0,Blue|Image|Handwritten,1,Red|Image|Serif,0
Participant 111,1,Green|None|Sans-Serif,0,Blue|None|Handwritten,1
Participant 111,2,Green|None|Handwritten,1,Green|None|Sans-Serif,0
Participant 111,3,Red|None|Sans-Serif,0,Green|Illustration|Serif,1
Participant 111,4,Green|Image|Serif,1,Red|Image|Sans-Serif,0
Participant 111,5,Blue|Illustration|Serif,1,Red|Illustration|Handwritten,0
Participant 111,6,Red|Image|Serif,0,Green|Image|Handwritten,1
Participant 111,7,Blue|Illustration|Serif,1,Blue|Image|Serif,0
Participant 111,8,Red|Illustration|Serif,0,Green|Illustration|Sans-Serif,1
Participant 111,9,Blue|None|Handwritten,1,Red|None|Handwritten,0
Participant 111,10,Green|None|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 111,11,Blue|Illustration|Handwritten,1,Green|Illustration|Handwritten,0
Participant 111,12,Red|Image|Handwritten,0,Green|None|Handwritten,1
Participant 111,13,Blue|Illustration|Sans-Serif,1,Green|None|Serif,0
Participant 111,14,Red|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 111,15,Red|None|Serif,0,Blue|Image|Handwritten,1
Participant 111,16,Blue|Image|Serif,1,Green|Image|Sans-Serif,0
Participant 111,17,Red|Image|Serif,0,Red|Image|Sans-Serif,1
Participant 111,18,Blue|Illustration|Sans-Serif,1,Blue|None|Sans-Serif,0
Participant 111,19,Red|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 111,20,Red|Image|Sans-Serif,0,Red|Illustration|Handwritten,1
Participant 111,21,Red|Illustration|Handwritten,1,Red|None|Handwritten,0
Participant 111,22,Green|Image|Sans-Serif,0,Blue|Image|Handwritten,1
Participant 111,23,Blue|None|Handwritten,1,Blue|None|Serif,0
Participant 111,24,Blue|None|Serif,1,Red|Image|Serif,0
Participant 111,25,Red|Image|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 111,26,Blue|Illustration|Serif,1,Green|None|Sans-Serif,0
Participant 111,27,Green|Illustration|Handwritten,0,Green|Illustration|Serif,1
Participant 111,28,Red|Image|Handwritten,0,Green|None|Serif,1
Participant 111,29,Green|Image|Handwritten,1,Red|None|Handwritten,0
Participant 111,30,Blue|None|Serif,1,Red|Illustration|Sans-Serif,0
Participant 111,31,Red|Image|Handwritten,0,Green|Image|Serif,1
Participant 111,32,Blue|Illustration|Serif,1,Red|Illustration|Serif,0
Participant 111,33,Green|None|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 111,34,Blue|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 110,0,Red|None|Handwritten,0,Green|Illustration|Serif,1
Participant 110,1,Red|Image|Sans-Serif,0,Green|Image|Handwritten,1
Participant 110,2,Red|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 110,3,Green|None|Sans-Serif,0,Red|Illustration|Sans-Serif,1
Participant 110,4,Green|None|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 110,5,Green|None|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 110,6,Green|None|Handwritten,0,Blue|Illustration|Handwritten,1
Participant 110,7,Green|Image|Sans-Serif,1,Red|None|Handwritten,0
Participant 110,8,Green|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 110,9,Red|Illustration|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 110,10,Red|None|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 110,11,Green|Image|Handwritten,1,Red|None|Handwritten,0
Participant 110,12,Red|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 110,13,Blue|Illustration|Serif,1,Red|Illustration|Sans-Serif,0
Participant 110,14,Blue|Image|Sans-Serif,1,Red|None|Serif,0
Participant 110,15,Red|Illustration|Serif,0,Blue|None|Handwritten,1
Participant 110,16,Green|Illustration|Handwritten,1,Blue|Illustration|Serif,0
Participant 110,17,Blue|None|Sans-Serif,0,Red|Illustration|Handwritten,1
Participant 110,18,Green|None|Serif,0,Red|Image|Sans-Serif,1
Participant 110,19,Green|None|Sans-Serif,0,Red|Illustration|Handwritten,1
Participant 110,20,Blue|None|Handwritten,0,Green|Image|Serif,1
Participant 110,21,Blue|Image|Serif,1,Red|None|Serif,0
Participant 110,22,Blue|Image|Sans-Serif,1,Blue|None|Handwritten,0
Participant 110,23,Blue|Illustration|Sans-Serif,0,Green|Image|Serif,1
Participant 110,24,Blue|None|Serif,0,Blue|Image|Sans-Serif,1
Participant 110,25,Green|Illustration|Handwritten,0,Red|Image|Sans-Serif,1
Participant 110,26,Green|Image|Handwritten,1,Red|None|Serif,0
Participant 110,27,Green|Image|Serif,1,Green|None|Handwritten,0
Participant 110,28,Blue|Illustration|Sans-Serif,0,Red|Image|Sans-Serif,1
Participant 110,29,Green|Image|Serif,1,Green|Illustration|Sans-Serif,0
Participant 110,30,Green|Image|Sans-Serif,1,Red|Illustration|Serif,0
Participant 110,31,Red|Image|Serif,1,Blue|None|Handwritten,0
Participant 110,32,Blue|Image|Sans-Serif,0,Green|Image|Handwritten,1
Participant 110,33,Red|Illustration|Serif,0,Green|Image|Serif,1
Participant 110,34,Green|None|Serif,1,Blue|None|Handwritten,0
Participant 109,0,Red|Image|Handwritten,0,Red|Illustration|Sans-Serif,1
Participant 109,1,Green|Image|Handwritten,0,Blue|None|Serif,1
Participant 109,2,Blue|Image|Handwritten,1,Red|Image|Sans-Serif,0
Participant 109,3,Green|Image|Handwritten,1,Green|Image|Serif,0
Participant 109,4,Green|Illustration|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 109,5,Blue|Illustration|Sans-Serif,1,Green|Image|Sans-Serif,0
Participant 109,6,Green|Image|Serif,0,Red|Illustration|Serif,1
Participant 109,7,Red|Image|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 109,8,Red|Image|Sans-Serif,1,Red|Image|Handwritten,0
Participant 109,9,Green|Illustration|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 109,10,Red|Illustration|Sans-Serif,0,Green|None|Serif,1
Participant 109,11,Green|Image|Serif,0,Green|None|Sans-Serif,1
Participant 109,12,Red|Image|Handwritten,0,Green|Illustration|Serif,1
Participant 109,13,Red|Illustration|Handwritten,0,Blue|None|Sans-Serif,1
Participant 109,14,Green|Image|Serif,0,Blue|None|Serif,1
Participant 109,15,Blue|Illustration|Sans-Serif,0,Blue|Illustration|Serif,1
Participant 109,16,Red|None|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 109,17,Green|Image|Handwritten,0,Red|Image|Serif,1
Participant 109,18,Red|Image|Serif,0,Blue|None|Serif,1
Participant 109,19,Green|Illustration|Serif,0,Blue|Illustration|Serif,1
Participant 109,20,Green|None|Handwritten,1,Green|Illustration|Handwritten,0
Participant 109,21,Green|Illustration|Handwritten,0,Green|None|Sans-Serif,1
Participant 109,22,Red|Image|Serif,0,Blue|Image|Handwritten,1
Participant 109,23,Red|None|Serif,1,Red|Image|Handwritten,0
Participant 109,24,Red|Illustration|Serif,0,Green|Illustration|Sans-Serif,1
Participant 109,25,Red|Image|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 109,26,Blue|None|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 109,27,Green|None|Serif,1,Red|Image|Handwritten,0
Participant 109,28,Green|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 109,29,Blue|Illustration|Handwritten,0,Red|None|Sans-Serif,1
Participant 109,30,Green|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 109,31,Red|None|Handwritten,0,Blue|None|Handwritten,1
Participant 109,32,Red|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 109,33,Blue|None|Serif,1,Blue|Illustration|Handwritten,0
Participant 109,34,Red|None|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 108,0,Red|Image|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 108,1,Green|Illustration|Handwritten,1,Green|None|Sans-Serif,0
Participant 108,2,Red|None|Handwritten,0,Blue|None|Sans-Serif,1
Participant 108,3,Red|None|Serif,0,Blue|Image|Sans-Serif,1
Participant 108,4,Green|Illustration|Handwritten,1,Red|None|Handwritten,0
Participant 108,5,Blue|Image|Handwritten,0,Green|Image|Serif,1
Participant 108,6,Green|Illustration|Handwritten,1,Green|Illustration|Serif,0
Participant 108,7,Red|None|Sans-Serif,0,Red|Image|Serif,1
Participant 108,8,Blue|None|Handwritten,0,Green|Illustration|Serif,1
Participant 108,9,Red|Image|Sans-Serif,1,Green|Illustration|Serif,0
Participant 108,10,Blue|Image|Serif,1,Red|Illustration|Handwritten,0
Participant 108,11,Green|Image|Sans-Serif,1,Red|None|Handwritten,0
Participant 108,12,Red|Illustration|Sans-Serif,1,Red|None|Handwritten,0
Participant 108,13,Blue|Illustration|Sans-Serif,0,Blue|Illustration|Serif,1
Participant 108,14,Red|None|Serif,1,Red|None|Handwritten,0
Participant 108,15,Green|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 108,16,Red|Image|Sans-Serif,0,Green|Image|Handwritten,1
Participant 108,17,Green|Illustration|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 108,18,Red|Image|Serif,1,Red|Image|Handwritten,0
Participant 108,19,Red|Illustration|Sans-Serif,1,Green|None|Serif,0
Participant 108,20,Red|Image|Sans-Serif,1,Green|None|Serif,0
Participant 108,21,Green|None|Serif,0,Red|Image|Serif,1
Participant 108,22,Blue|None|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 108,23,Blue|None|Sans-Serif,0,Red|Illustration|Sans-Serif,1
Participant 108,24,Blue|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 108,25,Blue|Image|Serif,1,Blue|None|Sans-Serif,0
Participant 108,26,Blue|Illustration|Handwritten,1,Red|Image|Serif,0
Participant 108,27,Green|None|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 108,28,Green|Illustration|Serif,0,Green|Image|Serif,1
Participant 108,29,Blue|Illustration|Handwritten,1,Blue|Illustration|Serif,0
Participant 108,30,Green|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 108,31,Red|Image|Serif,0,Green|Image|Serif,1
Participant 108,32,Blue|Illustration|Handwritten,1,Blue|None|Serif,0
Participant 108,33,Green|Image|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 108,34,Red|Illustration|Serif,1,Red|None|Handwritten,0
Participant 107,0,Red|Illustration|Serif,0,Green|Image|Serif,1
Participant 107,1,Red|Image|Handwritten,0,Green|None|Serif,1
Participant 107,2,Green|None|Serif,1,Blue|None|Sans-Serif,0
Participant 107,3,Green|None|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 107,4,Green|Image|Handwritten,1,Blue|None|Handwritten,0
Participant 107,5,Red|None|Handwritten,0,Red|None|Sans-Serif,1
Participant 107,6,Red|Illustration|Handwritten,0,Green|Image|Handwritten,1
Participant 107,7,Green|Illustration|Sans-Serif,1,Blue|Image|Serif,0
Participant 107,8,Red|Illustration|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 107,9,Blue|Image|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 107,10,Blue|Illustration|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 107,11,Red|Image|Handwritten,0,Green|Image|Handwritten,1
Participant 107,12,Red|Image|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 107,13,Blue|None|Handwritten,0,Blue|Illustration|Serif,1
Participant 107,14,Blue|Illustration|Serif,1,Blue|Image|Handwritten,0
Participant 107,15,Blue|Illustration|Serif,1,Blue|None|Serif,0
Participant 107,16,Blue|None|Serif,0,Green|Image|Handwritten,1
Participant 107,17,Green|Image|Sans-Serif,1,Green|Image|Serif,0
Participant 107,18,Green|None|Handwritten,1,Blue|Illustration|Sans-Serif,0
Participant 107,19,Blue|Illustration|Serif,1,Red|Illustration|Handwritten,0
Participant 107,20,Blue|Image|Serif,1,Red|Image|Handwritten,0
Participant 107,21,Green|None|Sans-Serif,0,Blue|Illustration|Serif,1
Participant 107,22,Green|None|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 107,23,Green|Image|Handwritten,1,Green|None|Serif,0
Participant 107,24,Red|None|Sans-Serif,0,Blue|Image|Serif,1
Participant 107,25,Blue|None|Sans-Serif,1,Blue|None|Serif,0
Participant 107,26,Green|Image|Sans-Serif,1,Red|None|Handwritten,0
Participant 107,27,Blue|Illustration|Serif,0,Green|Image|Handwritten,1
Participant 107,28,Blue|None|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 107,29,Green|None|Handwritten,1,Blue|None|Handwritten,0
Participant 107,30,Red|Image|Serif,1,Red|None|Handwritten,0
Participant 107,31,Red|None|Serif,0,Red|Image|Sans-Serif,1
Participant 107,32,Green|Image|Serif,1,Red|Image|Sans-Serif,0
Participant 107,33,Red|Image|Handwritten,0,Red|Image|Serif,1
Participant 107,34,Blue|Illustration|Serif,0,Green|None|Serif,1
Participant 106,0,Blue|Image|Serif,1,Red|Illustration|Handwritten,0
Participant 106,1,Green|None|Sans-Serif,1,Blue|Image|Sans-Serif,0
Participant 106,2,Red|Illustration|Sans-Serif,0,Red|None|Serif,1
Participant 106,3,Green|None|Serif,1,Green|Illustration|Handwritten,0
Participant 106,4,Blue|Image|Sans-Serif,1,Red|Illustration|Serif,0
Participant 106,5,Green|Illustration|Handwritten,0,Red|None|Handwritten,1
Participant 106,6,Green|Image|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 106,7,Green|Illustration|Handwritten,0,Red|None|Sans-Serif,1
Participant 106,8,Blue|Illustration|Serif,1,Blue|Illustration|Sans-Serif,0
Participant 106,9,Red|Illustration|Handwritten,0,Red|None|Sans-Serif,1
Participant 106,10,Red|None|Handwritten,1,Green|Illustration|Sans-Serif,0
Participant 106,11,Red|Image|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 106,12,Green|Illustration|Serif,0,Blue|None|Sans-Serif,1
Participant 106,13,Red|Image|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 106,14,Red|Illustration|Serif,0,Blue|Illustration|Serif,1
Participant 106,15,Blue|Image|Serif,1,Red|Image|Serif,0
Participant 106,16,Green|Image|Handwritten,1,Red|Image|Serif,0
Participant 106,17,Green|None|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 106,18,Green|Image|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 106,19,Blue|Image|Serif,0,Green|None|Serif,1
Participant 106,20,Blue|Image|Serif,1,Red|Image|Sans-Serif,0
Participant 106,21,Blue|Image|Handwritten,0,Red|None|Serif,1
Participant 106,22,Red|Image|Sans-Serif,0,Red|Illustration|Sans-Serif,1
Participant 106,23,Blue|None|Handwritten,0,Blue|None|Sans-Serif,1
Participant 106,24,Blue|Image|Sans-Serif,0,Red|None|Serif,1
Participant 106,25,Green|Illustration|Handwritten,0,Red|None|Serif,1
Participant 106,26,Red|Illustration|Handwritten,0,Green|None|Sans-Serif,1
Participant 106,27,Blue|None|Serif,1,Green|None|Handwritten,0
Participant 106,28,Green|Illustration|Handwritten,0,Blue|Image|Serif,1
Participant 106,29,Blue|Illustration|Handwritten,1,Red|Image|Handwritten,0
Participant 106,30,Red|None|Handwritten,0,Red|None|Sans-Serif,1
Participant 106,31,Green|Image|Serif,0,Red|Image|Sans-Serif,1
Participant 106,32,Green|None|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 106,33,Blue|Image|Handwritten,0,Red|Image|Sans-Serif,1
Participant 106,34,Red|Illustration|Handwritten,1,Red|Image|Sans-Serif,0
Participant 105,0,Green|None|Serif,1,Blue|None|Sans-Serif,0
